Location,Name,Rating,Address,Phone Number,Num Reviews,Num Photos,Price Range Per Person (CAD),Cuisine Type 1,Cuisine Type 2,Cuisine Type 3,Cuisine Type 4,Cuisine Type 5,Cuisine Type 6,Cuisine Type 7,Cuisine Type 8
Richmond,Shawarma Palace,3.1,"Sands Plaza, 123 - 11020 Number 5 Road, Richmond",+16042842742,17,6,10.0,Middle Eastern,,,,,,,
Richmond,Richport Chinese,3.6,"2-11600 Bridgeport Road, Richmond V6V1J3",+16042799090,16,15,20.0,Chinese,Asian,,,,,,
Richmond,Tim Hortons,2.7,"11320 Steveston Hwy Unit 110, Richmond V7A5J5",+16042778467,15,25,10.0,Fast Food,Cafe,,,,,,
Richmond,Burger King,3.2,"11388 Steveston Highway, Richmond V7A 5J5",+16042771818,18,32,10.0,Burger,Fast Food,,,,,,
Richmond,Eggspectation,2.6,"10551 St Edwards Dr, Richmond, BC, Richmond",+16043700017,13,19,27.5,American,,,,,,,
Richmond,A&W,3.6,"100-3080 Saint Edwards Drive, Richmond V6X1N4",+16042149901,10,17,10.0,Fast Food,,,,,,,
Richmond,Mama's Dumpling & Coffee,3.5,"103-11782 Hammersmith Way Richmond, BC, Richmond",+17782971618,7,17,27.5,Chinese,Coffee and Tea,Shanghai,,,,,
Richmond,Stanley's Sports Bar & Grill,2.9,"Riverport, 14140 Triangle Road, Richmond V6W1B2",+16042740011,15,3,32.5,Bar Food,,,,,,,
Richmond,Taco Del Mar,3.1,"11020 number 5 Road #128, Richmond V7A 4E7",+16042418811,21,12,10.0,Mexican,Fast Food,,,,,,
Richmond,Church's Chicken,3.2,"11580 Cambie Road, Richmond",+16042856162,9,17,10.0,Fast Food,,,,,,,
Richmond,Starbucks,3.1,"Ironwood Plaza, 7100-11660 Steveston Highway, Richmond V7A4E8",+16042415900,13,26,10.0,Cafe,,,,,,,
Richmond,Domino's,3.5,"Cambie Plaza, 190-11700 Cambie Road, Richmond V6X1L6",+16042780010,13,8,10.0,Pizza,Fast Food,,,,,,
Richmond,Booster Juice,3.6,"Ironwood Plaza, 3150-11660 Steveston Highway, Richmond V7A1N6",+16042716661,10,6,10.0,Juices,Beverages,Fast Food,,,,,
Richmond,Wendy's,3.1,"2751 number 5 Road, Richmond V6X 1T5",+16042784611,6,32,10.0,Fast Food,,,,,,,
Richmond,Freshslice Pizza,3.0,"11060 No 5 Rd, Richmond V7A 4E8",+16043702444,8,13,10.0,Pizza,Fast Food,,,,,,
Richmond,Monkey 9 Brewing Co,3.1,"14200 Entertainment Blvd, Richmond, BC V6W 1A8, Canada, Richmond",+16043707363,4,10,20.0,Pizza,Bar Food,,,,,,
Richmond,Quiznos,2.5,"11666 Steveston Hwy, Richmond V7A1N6",+16042725072,6,10,12.5,Fast Food,Sandwich,,,,,,
Richmond,Panago,3.5,"120-11780 Thorpe Road, Richmond V6X1J6",+16043100001,7,14,15.0,Pizza,Fast Food,,,,,,
Richmond,Triple O's,3.4,"12011 Bridgeport Road, Richmond V6V1J3",+16042329455,7,13,12.5,Fast Food,,,,,,,
Richmond,Subway,3.4,"14331 Entertainment Boulevard, Richmond V6W 1K4",+16042040127,6,16,12.5,Fast Food,,,,,,,
Richmond,Juvi's Pub & Grill,3.1,"2611 Viscount Way, Richmond",+16042788881,5,2,22.5,Canadian,,,,,,,
Richmond,Bubble Waffle Cafe,,"Unit 1030 - 11660 Steveston Hwy, Richmond, Richmond",+116042844433,0,6,,Desserts,,,,,,,
Richmond,Spiritea,,"4151 Hazelbridge Way, East Richmond, Richmond, Richmond",+17782047777,3,1,10.0,Bubble Tea,,,,,,,
Richmond,Chun Yang Tea,,"7971 Alderbridge Way #130, Richmond, East Richmond, Richmond, Richmond",+16043701370,3,1,5.0,Bubble Tea,Taiwanese,,,,,,
Richmond,Happy House,,"Second Floor, 11111 Horseshoe Way, Richmond V7A 4Y1",+16043706696,1,3,12.5,Chinese,,,,,,,
Richmond,Brain Freeze,,"Riverport, 14511 Steveston Highway, Richmond",+17785527246,0,2,5.0,Ice Cream,Frozen Yogurt,Desserts,,,,,
Richmond,Foody World,,"3000 Sexsmith Road, Richmond V6X 1S1",+16042330886,1,0,,Deli,,,,,,,
Richmond,Cora Breakfast and Lunch,3.7,"Coppersmith, 170-11380 Steveston Highway, Richmond V7A5J5",+16042702672,158,104,15.0,Diner,,,,,,,
Richmond,Hashi Sushi Japanese Restaurant,3.8,"150-3757 Jacombs Road, Richmond V6V2R3",+16044456818,58,35,10.0,Sushi,Japanese,Asian,,,,,
Richmond,AAA Restaurant,3.3,"8053 Alexandra Road, Metro Vancouver, Richmond V6X 1C3",+16042843111,17,60,12.5,Asian,Chinese,,,,,,
Richmond,Chicago Wrap & Subs,3.7,"140-12560 Bridgeport Road, Richmond V6V1J4",+16042441125,28,8,10.0,Mediterranean,Fast Food,,,,,,
Richmond,Fender's Restaurant,3.8,"100-13340 Smallwood Place, Richmond V6V1W8",+16042856806,27,27,20.0,Diner,Chinese,Asian,,,,,
Richmond,Wild Sweets,3.6,"12191 Hammersmith Way, Unit 2145, Richmond V7A 5H2",+16042776102,10,27,,Desserts,,,,,,,
Richmond,Lakeside Grill,3.6,"Mayfair Lake Golf Course, 5460 Number 7 Road, Richmond V6V1C6",+16042760511,13,31,27.5,Fusion,,,,,,,
Richmond,Boy With A Knife,3.2,"7-3331 Viking Way, Richmond V6V1X7",+16042780543,11,8,15.0,Cafe,Burger,,,,,,
Richmond,BG Urban Cafe,2.9,"120-13711 International Place, Richmond V6V2Z8",+16042480190,14,18,12.5,Cafe,,,,,,,
Richmond,Happy Break Cafe,3.6,"2120-21331 Gordon Way, Richmond V6W1J9",+16042070284,11,5,12.5,Cafe,Japanese,,,,,,
Richmond,High Bid Cafe,,"Inside ADESA, 7111 Number 8 Road, Richmond V6W1L3",+16042387039,1,17,10.0,Cafe,,,,,,,
Richmond,Blue Duck Cafe,3.7,"2118-20800 Westminster Highway, Richmond V6W1L2",+16043037740,9,2,10.0,Cafe,,,,,,,
Richmond,Tapio Tea and Coffee,,"1145, 2551 No 6 Road, Richmond, Richmond V6V 1P3",+16042708695,3,7,10.0,Bubble Tea,Desserts,,,,,,
Richmond,Sandwich Tree,3.5,"213-13986 Cambie Road, Richmond V6V2K3",+16043702454,11,14,12.5,Cafe,,,,,,,
Richmond,Zia's Cafe and Grill,3.4,"1133-13700 Mayfield Place, Richmond V6V2G9",+16043702577,11,7,12.5,Diner,Cafe,,,,,,
Richmond,Lamajoun,3.4,"11782 River Road Unit 128, East Richmond, Richmond",+17788964200,4,10,17.5,Middle Eastern,,,,,,,
Richmond,Blue Plate Cafe,3.7,"1211 Valmont Way, Richmond V6V3A8",+16042780800,8,0,15.0,Cafe,,,,,,,
Richmond,Spike Lounge & Grill,3.0,"Greenacres Golf Course, 5040 Number 6 Road, Richmond V6V 1T1",+16042731121,4,15,22.5,Canadian,,,,,,,
Richmond,Creme de la Crumb Bakeshop,2.8,"170-10760 Shellbridge Way, Richmond V6X3H1",+16046835595,4,11,10.0,Cafe,Bakery,,,,,,
Richmond,Jordan's International Food Designs Ltd.,3.5,"12851 Bathgate Way, Unit 1, Richmond, Richmond V6V 1Y5",+16042702793,7,0,10.0,Canadian,,,,,,,
Richmond,Buns Master Bakery & Delicatessen,3.1,"5960 Number 6 Road, Richmond V6V 1Z1",+16042788231,4,3,12.5,Bakery,Deli,,,,,,
Richmond,River Road Cafe,3.1,"102-11782 River Road, Richmond V6X1Z7",+16042781416,6,3,10.0,Diner,Chinese,Asian,,,,,
Richmond,EBE Kitchen House,,"12880 Bathgate Way, Richmond V6V1Z4",+16042338868,3,5,15.0,Chinese,Asian,,,,,,
Richmond,The London Cafe,,"12251 Horseshoe Way, Richmond, Richmond V7A 4X9",+16044484022,3,2,12.5,Cafe,,,,,,,
Richmond,Riverside Cafe,,"12031 Mitchell Road, Richmond V6V1M8",+16043229260,1,2,10.0,Cafe,Chinese,Asian,,,,,
Richmond,Swordfish Cafe,,"1101-11871 Horseshoe Way, Richmond",+16044473800,1,5,15.0,American,Chinese,,,,,,
Richmond,Ai Cafe,,"1B-12880 Bathgate Way, Richmond,, Richmond V6V 1Z4",+16042338868,0,0,,American,Steak,,,,,,
Richmond,Mitchell Island Cafe & Deli,,"100-11528 Twigg Place, Richmond V6V2Y2",+16043221077,1,1,10.0,Deli,,,,,,,
Richmond,Rosemary Rocksalt,,"11688 Steveston Hwy, Richmond, Richmond",+16042749800,1,2,10.0,Cafe,,,,,,,
Richmond,Rising Sun Bakery,,"Cambie Plaza, 11700 Cambie Road, Richmond",+16043037439,3,2,10.0,Bakery,,,,,,,
Richmond,Kung Fu Noodle,,"1150-4380 No 3 Road, Metro Vancouver, Richmond V6X",Not available for this place,1,4,12.5,Chinese,,,,,,,
Richmond,Donna's Cafe,,"2-3260 Viking Way, Richmond V6V1Y1",+16042789368,2,3,12.5,Diner,,,,,,,
Richmond,Mylora - Mylora Siaway Golf Club,,"9911 Sidaway Road, Richmond",+16042715626,1,4,10.0,Canadian,,,,,,,
Richmond,Richmond Driving Range Cafe,,"Inside Richmond Driving Range, 4880 Number 6 Road, Richmond V6V",+16042781101,0,0,10.0,Cafe,,,,,,,
Fairview,Suika,4.7,"1626 W Broadway, Vancouver V6J 1X6",+16047301678,0,1003,32.5,Japanese,Asian,Tapas,,,,,
Fairview,Peaceful Restaurant,4.3,"532 W Broadway, Suite 110, Vancouver V5Z 1E9",+16048799878,829,227,20.0,Chinese,,,,,,,
Fairview,"Cheesecake, etc.",4.2,"2141 Granville Street, Vancouver V6H 3E9",+16047347704,588,124,10.0,Desserts,Bakery,,,,,,
Fairview,Banana Leaf,4.4,"820 West Broadway, Vancouver V5Z 1J8",+16047316333,648,258,22.5,Malaysian,Asian,,,,,,
Fairview,Farmer's Apprentice,4.1,"1535 West 6th Avenue, Vancouver V6J 3G1",+16046202070,254,155,50.0,Canadian,Pacific Northwest,,,,,,
Fairview,Tojo's,4.1,"1133 West Broadway, Vancouver V6H 1G1",+16048728050,363,225,40.0,Sushi,,,,,,,
Fairview,Rangoli,4.5,"1488 West 11th Avenue, Vancouver V6H 1L1",+16047365711,443,113,20.0,Indian,,,,,,,
Fairview,Afghan Horsemen,4.2,"202-1833 Anderson Street, Vancouver V6J 1H2",+16048735923,325,112,25.0,Middle Eastern,Afghan,,,,,,
Fairview,Lin Chinese Cuisine,4.2,"1537 W Broadway, Vancouver V6J 1W6",+16047339696,336,217,25.0,Chinese,,,,,,,
Fairview,Dynasty Seafood Restaurant,4.1,"108-777 W Broadway, Vancouver V5Z4J7",+16048768388,211,278,32.5,Dim Sum,Chinese,Asian,Seafood,,,,
Fairview,Heirloom Vegetarian,3.7,"1509 West 12th Avenue, Vancouver V6J 2E2",+16047332231,260,105,40.0,Pacific Northwest,Healthy Food,,,,,,
Fairview,Tomokazu Japanese Restaurant,4.0,"201-1128 West Broadway, Vancouver V6H 1G5",+16046770434,247,218,25.0,Sushi,Japanese,,,,,,
Fairview,Gyu-Kaku Japanese Barbecue,4.1,"Level 1, 201-950, West Broadway, Vancouver",+16045583898,128,246,25.0,BBQ,Japanese,Asian,,,,,
Fairview,Benkei Ramen,3.7,"545 W Broadway, Vancouver V5Z 0B4",+16045686178,208,99,12.5,Ramen,,,,,,,
Fairview,Shizen Ya,4.1,"1102 West Broadway, Vancouver 0 V6H 1G5",+16045693721,155,84,15.0,Sushi,Healthy Food,,,,,,
Fairview,Tropika,3.9,"2975 Cambie Street, Vancouver V5Z 2V7",+16048796002,214,97,32.5,Malaysian,Thai,Asian,,,,,
Fairview,New India Buffet & Restaurant,3.5,"Broadway Centre, 805 West Broadway, Vancouver V5Z 1K1",+16048745800,169,179,20.0,Indian,,,,,,,
Fairview,Seoul House Royal Korean Restaurant,3.7,"1215 West Broadway, Vancouver V6H 1G7",+16047399001,108,116,25.0,Korean,,,,,,,
Fairview,Salmon n' Bannock,4.2,"1128 West Broadway, Vancouver V6H 1G5",+16045688971,111,45,20.0,Canadian,,,,,,,
Fairview,Allegro Cafe,4.0,"Inside Whole Foods Market, 510 West 8th Avenue, Vancouver V5Z1C6",+17783704210,155,92,10.0,Cafe,,,,,,,
Fairview,Ebisu,3.8,"12-601 West Broadway, Vancouver V5Z 4C2",+16048763388,112,208,27.5,Sushi,Japanese,,,,,,
Fairview,I Cafe,3.8,"2525 Heather Street, Vancouver V5Z 3J2",+16046300238,138,82,22.5,Hong Kong Style,,,,,,,
Fairview,Milestones,3.6,"2425 Cambie Street, Vancouver V5Z 4M5",+16046788488,138,153,32.5,Canadian,Grill,,,,,,
Fairview,Portobello Ristorante,4.0,"1429 West Broadway, Vancouver V6H3G6",+16047340697,97,46,30.0,Italian,,,,,,,
Fairview,Jitlada Thai Restaurant,3.9,"1459 West Broadway, Vancouver V6H 1H6",+16047389888,85,48,22.5,Thai,,,,,,,
Fairview,Earls,3.9,"1601 West Broadway, Vancouver V6J1X6",+16047365663,119,106,35.0,Canadian,,,,,,,
Fairview,Indian Roti Kitchen,4.1,"2961 Cambie Street, Vancouver V5Z 2V7",+16048763767,74,7,17.5,Indian,,,,,,,
Fairview,Taste of Vietnam,3.6,"1016 West Broadway, Fairview, Vancouver 0V6H 1E6",+16047308383,113,41,12.5,Vietnamese,Asian,,,,,,
Fairview,Little Sheep Mongolian Hot Pot,3.7,"101-1788 West Broadway, Vancouver V6J 3J3",+16045634868,54,101,20.0,Mongolian,Asian,,,,,,
Fairview,Rogue Kitchen & WetBar,3.5,"602 West Broadway, Vancouver",+16045689400,107,65,40.0,Canadian,Grill,,,,,,
Fairview,Cactus Club Cafe,3.9,"575 West Broadway, Vancouver V5Z 1E6",+16047146000,123,62,35.0,Canadian,,,,,,,
Fairview,Osaka Teppanyaki,3.7,"102-1788 West Broadway, Vancouver V6J1Y2",+16047338258,74,10,40.0,Japanese,Asian,,,,,,
Fairview,Ro Sushi,4.1,"678 W Broadway Avenue, Fairview, Vancouver V5Z 1E9",+16048769899,93,28,15.0,Sushi,,,,,,,
Fairview,Apollonia Greek Restaurant,4.1,"1830 Fir Street, Vancouver V6J",+16047369559,83,14,27.5,Greek,Mediterranean,,,,,,
Fairview,Hokkaido Ramen Santouka,3.7,"558 W Broadway, Vancouver V5Z 1E9",+16045651770,55,105,15.0,Ramen,Japanese,,,,,,
Fairview,Branas Mediterranean Grill,3.9,"617 Stamps Landing, Vancouver, Vancouver V5Z3Z1",+16045686707,74,14,40.0,Greek,Italian,Mediterranean,,,,,
Fairview,The Wicklow Pub,4.0,"610 Stamps Landing, Vancouver V5Z3Z1",+16048790821,86,38,25.0,Bar Food,British,,,,,,
Fairview,Original Joe's,3.1,"2525 Cambie Street, Vancouver V5Z 3Y6",+16044345636,95,36,32.5,Burger,Bar Food,,,,,,
Fairview,The Stable House Bistro,3.8,"1520 West 13th Avenue, Vancouver V6J 2G4",+16047361520,42,21,32.5,French,,,,,,,
Fairview,Sushi Van,3.9,"2566 Granville Street, Vancouver V6H 3G7",+16047399440,72,41,22.5,Sushi,Japanese,Asian,,,,,
Fairview,Bashu Sichuan Restaurant,3.2,"205-1668 West Broadway, Vancouver V6J",+16047395888,22,101,17.5,Dim Sum,Sichuan,Chinese,Asian,,,,
Fairview,Max's Bakery & Delicatessen,3.5,"3105 Oak Street, Vancouver",+16047334838,79,39,12.5,Deli,Bakery,,,,,,
Fairview,Speakeasy,2.6,"901 West Broadway, Vancouver V5Z1K3",+16045584100,85,8,30.0,Bar Food,,,,,,,
Fairview,Q Q Sushi,3.3,"1640 West Broadway, Vancouver V6J",+16045689018,75,9,12.5,Sushi,Japanese,,,,,,
Fairview,Szechuan Chili Restaurant,4.0,"Gold Plaza, 804 West 6th Avenue, Vancouver V5Z",+16048743737,71,7,22.5,Chinese,Asian,,,,,,
Fairview,Sushi Dragon,3.7,"614 West Broadway, Vancouver V5Z 1G1",+16048791889,46,19,17.5,Sushi,Japanese,Asian,,,,,
Fairview,B-Bin,3.8,"3093 Oak Street, Vancouver V6H 2K8",+16045688215,40,14,22.5,Sushi,,,,,,,
Fairview,Fortune Garden,3.3,"1475 West Broadway, Vancouver V6H1H6",+16047366868,80,4,35.0,Chinese,Asian,,,,,,
Fairview,Chatime,3.4,"1545 West Broadway, Vancouver",+17783797711,45,51,10.0,Bubble Tea,Beverages,,,,,,
Fairview,Mahony & Sons,3.0,"601 Stamps Landing, Vancouver V5Z3Z1",+16048760234,42,42,35.0,Bar Food,Irish,,,,,,
Fairview,The Marquis,3.7,"2666 Granville Street, Vancouver V6H 3H8",+16045680670,71,10,30.0,Bar Food,,,,,,,
Fairview,Yanaki Sushi,4.1,"Gold Plaza, 816 West 6th Avenue, Vancouver V5Z",+16047085006,57,12,22.5,Sushi,Japanese,Asian,,,,,
Fairview,Zaccary's Pizza,4.0,"3150 Oak Street, Vancouver",+16047371933,49,4,12.5,Pizza,Fast Food,,,,,,
Fairview,Shanghai Lu Restaurant,3.1,"705 West Broadway, Vancouver V5Z 1G8",+16048739147,18,75,22.5,Chinese,Shanghai,Dim Sum,Asian,,,,
Fairview,Masa Japanese,3.3,"1418 West Broadway, Vancouver V6B 1R3",+16047320112,31,79,15.0,Sushi,,,,,,,
Fairview,Boston Pizza,3.2,"190-1333, West Broadway, Vancouver, Vancouver V6H 4C1",+16047302822,55,43,22.5,Pizza,Bar Food,,,,,,
Fairview,Grapes & Soda,3.6,"1537 West 6th Avenue, Vancouver V6J",+16043362456,16,28,25.0,Pacific Northwest,,,,,,,
Fairview,Kisokoma,3.2,"Broadway Centre, 112-805 West Broadway, Vancouver V5Z1K1",+16048751117,32,40,20.0,Sushi,,,,,,,
Fairview,New Sun Szechuan Restaurant,3.9,"2925 Cambie Street, Vancouver 0V5Z 2V7",+16048761277,30,4,15.0,Chinese,Asian,,,,,,
Fairview,Bawan's Donair & Pizza,3.6,"1453 West Broadway, Vancouver V6H1H6",+16046771703,35,11,20.0,Greek,Pizza,,,,,,
Fairview,Donair Spot,3.2,"806 West Broadway, Vancouver V5Z",Not available for this place,37,9,12.5,Mediterranean,,,,,,,
Fairview,Whole Foods Market,3.2,"510 West 8th Avenue, Vancouver V5Z1C6",+17783704210,18,57,15.0,Cafe,Bakery,Healthy Food,Canadian,,,,
Fairview,My Slice Pizza,3.7,"1630 West Broadway, Vancouver V6J1W9",+16047345700,22,12,12.5,Pizza,Fast Food,,,,,,
Fairview,Broadway Chinese Restaurant,2.9,"1410 West Broadway, Vancouver V6H1H4",+16047310488,26,4,17.5,Chinese,Asian,,,,,,
Fairview,Bella Pizza,3.2,"2525 Hemlock Street, Vancouver V6H3G8",+16047326565,27,7,17.5,Pizza,Italian,,,,,,
Fairview,Jamjar,3.7,"1488 West 11th Avenue, Vancouver, Vancouver V6H 3H8",+16047332211,7,12,12.5,Lebanese,,,,,,,
Fairview,Assembli,3.2,"2325 Cambie Street, Vancouver, Vancouver v5z2t9",+16048731253,12,13,12.5,Pizza,Salad,,,,,,
Fairview,Tim Hortons,2.3,"865 West Broadway, Vancouver V5Z1J9",+16048720348,20,17,10.0,Fast Food,Cafe,,,,,,
Fairview,Pepper Lunch Canada,3.0,"2323 Cambie Street, Vancouver",+17783795138,4,9,15.0,Japanese,,,,,,,
Fairview,Domino's,2.9,"1312 West Broadway, Vancouver",+16047318200,19,6,10.0,Pizza,Fast Food,,,,,,
Fairview,Unchai Thai Restaurant,3.7,"2351 Burrard Street, Fairview, Vancouver, Vancouver",+16042605827,6,4,12.5,Thai,,,,,,,
Fairview,Blenz Coffee,3.6,"695 West Broadway, Vancouver V5Z1G1",+16045689664,14,15,10.0,Cafe,Coffee and Tea,,,,,,
Fairview,Fiore Restaurants,3.1,"1485 W 12th Ave, Vancouver, BC, Vancouver",+16045581485,6,3,25.0,Cafe,,,,,,,
Fairview,Stages Bistro and Lounge,3.8,"Holiday Inn, 711 West Broadway, Vancouver V5Z1J6",+17783302406,9,3,40.0,Canadian,,,,,,,
Fairview,McDonald's,2.5,"1482 West Broadway, Vancouver V6H1H6",+16047181191,14,14,10.0,Fast Food,,,,,,,
Fairview,Fairview Pub,2.6,"Park Inn by Radisson, 898 West Broadway, Vancouver",+16048721262,12,2,25.0,Bar Food,,,,,,,
Fairview,Freshslice Pizza,2.6,"500 West Broadway #103, Vancouver V5Z 1E9",+16046300030,10,16,10.0,Pizza,Fast Food,,,,,,
Fairview,A&W,3.7,"104-777 West Broadway, Vancouver V5Z4J7",+16048770796,10,5,10.0,Fast Food,,,,,,,
Fairview,Yu Shang Hot Pot,3.4,"202-950 W Broadway Vancouver, BC V5Z 1K7, Vancouver",+16045646686,5,15,12.5,Chinese,,,,,,,
Fairview,Denny's,3.0,"1759 West Broadway, Vancouver V6J1Y2",+16046789973,5,36,20.0,American,,,,,,,
Fairview,Subway,2.7,"1288 West Broadway, Vancouver V6H3X8",+16047363311,8,14,12.5,Fast Food,,,,,,,
Fairview,Panago,3.4,"1278 West Broadway, Vancouver",+16043100001,8,15,15.0,Pizza,Fast Food,,,,,,
Fairview,Starbucks,3.7,"104-500 West Broadway, Vancouver",+16048725666,7,16,10.0,Cafe,,,,,,,
Fairview,Regal Mansion Cuisine,,"555 W 12th Ave #201, Fairview, Vancouver, Vancouver",+16048798038,1,0,30.0,Chinese,,,,,,,
Fairview,La Taqueria,,"2450 Yukon Street, Fairview, Vancouver, Vancouver",+16045582549,1,2,12.5,Mexican,,,,,,,
Fairview,Milksha,,"6111, Number 3 Road, Fairview, Vancouver, Vancouver",+16043306658,1,0,10.0,Bubble Tea,Taiwanese,,,,,,
Fairview,Megabite Pizza,,"106-1833 Anderson Street, Vancouver V6H",+16047330888,1,13,10.0,Pizza,Fast Food,,,,,,
Fairview,Edge Yuandian Tea & Juice Bar,,"106-950 W Broadway, Fairview, Vancouver, Vancouver",+16044232808,0,0,10.0,Beverages,Bubble Tea,,,,,,
Fairview,Tim Hortons,,"818 West 6th Street, Vancouver",+16045640440,0,1,10.0,Cafe,,,,,,,
Fairview,Tim Hortons,,"1790 West 4th Avenue West, Vancouver",+16047307889,0,1,10.0,Cafe,,,,,,,
Fairview,Chipotle Mexican Grill,,"532 West Broadway Suite 100, Vancouver, BC V5Z 1E9, Vancouver",+16048291374,0,0,10.0,Mexican,,,,,,,
Fairview,Tim Hortons,,"1398 West Broadway, Fairview, Vancouver, Vancouver",+16047397677,0,0,12.5,Cafe,,,,,,,
Fairview,Cafe Salade de Fruits,4.8,"Inside French Cultural Centre, 1551 W 7th Avenue, Vancouver V6H 4H7",+16047145987,577,168,40.0,French,,,,,,,
Fairview,Go Fish Ocean Emporium,4.5,"1505 W 1st Avenue, Vancouver V6J1E8",+16047305040,527,106,12.5,Seafood,Fish and Chips,,,,,,
Fairview,Beaucoup Bakery & Cafe,4.2,"2150 Fir Street, Vancouver V6J 3B5",+16047324222,367,183,10.0,Cafe,Bakery,French,,,,,
Fairview,Blue Hat Bistro,4.2,"1505 #101, West 2nd Ave, Fairview, Vancouver, Vancouver V6J 1H2",+16047340101,189,295,40.0,French,Pacific Northwest,,,,,,
Fairview,Patisserie Lebeau,4.3,"1728 West 2nd Avenue, Vancouver V6J1H7",+16047313528,190,43,10.0,Cafe,Desserts,,,,,,
Fairview,Moii Cafe,4.2,"2559 Cambie Street, Vancouver, Vancouver 0V5Z 3Y6",+16045690666,182,86,15.0,Cafe,Bubble Tea,Desserts,,,,,
Fairview,Paul's Place Omelettery,4.2,"2211 Granville Street, Vancouver V6H3G1",+16047372857,275,92,15.0,Canadian,Diner,Sandwich,,,,,
Fairview,Caffè Cittadella,4.2,"2310 Ash Street, Vancouver V5Z 3C3",+16045685909,138,67,7.5,Cafe,,,,,,,
Fairview,Chocolate Arts Cafe,4.3,"1620 West 3rd Avenue, Vancouver V6J5E2",+16047390475,99,46,10.0,Cafe,Desserts,,,,,,
Fairview,Elysian Coffee,4.3,"590 West Broadway, Vancouver V5Z 1E9",+16048745909,216,60,10.0,Cafe,,,,,,,
Fairview,Yolk's,3.4,"546 West Broadway, Vancouver V6A 1S6",+16045599655,70,102,15.0,Canadian,Diner,,,,,,
Fairview,Chiffon Patisserie,3.9,"1073 West Broadway, Vancouver V6H",+16047321232,48,15,15.0,Cafe,Desserts,,,,,,
Fairview,Sushi Bang,3.5,"100-500 West Broadway, Vancouver V5Z 1E9",+16048750131,94,34,22.5,Sushi,,,,,,,
Fairview,Soffee Cafe,3.7,"1426 West 8th Avenue, Vancouver V6H1E1",+16047366668,21,44,15.0,Cafe,,,,,,,
Fairview,Breakfast Table,3.4,"1481 West Broadway, Vancouver V6H 1H6",+16048051900,28,45,12.5,American,Coffee and Tea,,,,,,
Fairview,Wicked Cafe,3.2,"1399 West 7th Avenue, Vancouver V6H1B8",+16047339425,59,32,12.5,Cafe,,,,,,,
Fairview,Pekoe Tea Lounge,3.6,"895 West Broadway, Vancouver V5Z",+17783718343,47,21,7.5,Tea,Cafe,,,,,,
Fairview,IHOP,4.0,"Level 1, 200-950 West Broadway, Vancouver V5Z 1K7",+16047328800,52,42,12.5,American,,,,,,,
Fairview,Dose Espresso Bar,3.9,"1517 West Broadway, Vancouver V6J 5K9",+16047347711,38,14,10.0,Cafe,,,,,,,
Fairview,Porto Cafe,3.4,"2207 Cambie Street, Vancouver V5Z 2T5",Not available for this place,23,47,,Coffee and Tea,Cafe,,,,,,
Fairview,Minato,3.0,"102-1001 West Broadway, Vancouver V6H 4E4",+16047326554,48,12,17.5,Sushi,Japanese,Asian,,,,,
Fairview,Liquids + Solids,3.4,"1550 West Broadway, Vancouver V6J5K9",+16043367687,36,17,12.5,Healthy Food,,,,,,,
Fairview,Duke's on Broadway,3.6,"736 West Broadway, Vancouver",+16048763853,37,8,12.5,Cafe,,,,,,,
Fairview,Falafully Good,3.6,"3170 Oak Street, Vancouver",+16047313553,30,12,22.5,Middle Eastern,Mediterranean,,,,,,
Fairview,De Dutch Pannekoek House,2.9,"3192 Oak Street, Vancouver",+16047321915,46,17,20.0,European,,,,,,,
Fairview,Freshii,2.3,"561 West Broadway, Vancouver V5Z0B4",+16043363155,35,15,12.5,Healthy Food,Juices,,,,,,
Fairview,Blue Moon Flying Swan Coffee House,3.4,"1724 West 4th Avenue, Vancouver V6J1M2",+16047382656,26,6,17.5,Diner,Chinese,,,,,,
Fairview,Phoscao Cafe,3.4,"3007 Granville Street, Vancouver",+16047309555,27,9,12.5,Cafe,,,,,,,
Fairview,Charlottle Dessert Shop,3.3,"City Square Mall, Food Court, 555 West 12th Avenue, Vancouver",+16048722659,23,13,7.5,Desserts,,,,,,,
Fairview,WestCoast Poké,3.1,"463 W 8th Avenue, Vancouver, Vancouver V5Y 3Z5",+17783795344,21,11,10.0,Hawaiian,,,,,,,
Fairview,Bin 4 Burger Lounge,3.6,"2996 Granville Streetbi, Vancouver V6H 3J7",+16044287649,18,23,10.0,Burger,,,,,,,
Fairview,Slickity Jim's Chat & Choux,3.1,"1387 West 7th Avenue, Vancouver",+16047325544,9,12,20.0,Canadian,,,,,,,
Fairview,Daniel Le Chocolat Belge,3.1,"2820 Granville Street, Vancouver",+16047331994,16,14,7.5,Desserts,,,,,,,
Fairview,Willow Cafe & Bakery,3.2,"797 West 16th Avenue, Vancouver",+16045682443,17,10,10.0,Cafe,,,,,,,
Fairview,Tony's Coffee,3.1,"Broadway Centre, 111-805 West Broadway, Vancouver V5Z1K1",+16048710007,16,4,10.0,Cafe,,,,,,,
Fairview,Blondy's Coffee,3.4,"1705 West 4th Avenue, Vancouver V6J1M2",+16047324561,16,3,10.0,Cafe,,,,,,,
Fairview,Deja Brew Coffee Shop,3.3,"160-943 West Broadway, Vancouver V5Z4E1",+16045583113,10,15,15.0,Cafe,,,,,,,
